"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"329197062799360000","","","","","2013-04-30 11:34:30 +0000","web","Ticket für die http://t.co/opojQVTVZz 9-11.5. in Berlin kostenlos abzugeben //cc @rug_b @berlinjs @railsgirls_bln @co_up @eurucamp  PLS RT","http://git-merge.com"
"329196426162761728","","","","","2013-04-30 11:31:58 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Ticket für die http://t.co/uAkwQ2izVW 9-11.5. in Berlin kostenlos abzugeben //cc @rug_b @berlinjs @railsgirls_bln @co_up @eurucamp  PLS RT","http://bit.ly/100G2BJ"
"328965473171546114","328891073592176641","547045245","","","2013-04-29 20:14:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@4HourGeeks Meines wissen nach sind Hefe und Gluten aber nicht grade SlowCarb"
"328959752493219840","","10683982","","","2013-04-29 19:51:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@bascht ich hoffe das waren heute nicht zu viele hasbeen.in Pullrequests"
"328568313468821506","","","328238156161888256","415722725","2013-04-28 17:56:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @JoMenschenfreun: Töten ist verboten, deshalb werden alle Mörder bestraft. Außer sie töten in Massen und zur Musik von Trompeten. Voltai…"
"328441601426862082","328230842411397124","92568087","","","2013-04-28 09:32:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@sauerstoff weis dein Kind was eine Diskette ist?"
"328248786780577794","328142761440182273","959201","","","2013-04-27 20:46:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Katti planst du in nächster Zeit öfters zu fliegen?"
"327790074534178818","","","327572672517128192","1222737403","2013-04-26 14:23:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @nesdnumaj: I'm not a programmer. I am an abstractionist."
"327767836976087040","327767689437270016","15046417","","","2013-04-26 12:55:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@iStehle geht mir genau so"
"327753341700538370","327740083409145856","15046417","","","2013-04-26 11:57:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@iStehle was ist dein Ziel?"
"327716481997606912","327697906398265344","19961029","","","2013-04-26 09:31:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@shinaio uberspace.de"
"327535397892665345","","","","","2013-04-25 21:31:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Hätte ich geahnt wie mein Abend verläuft, hätte ich ihn bei der PottJS verbracht!"
"327533823338373120","","","","","2013-04-25 21:25:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","""T.W.I.T.T.E.R. = The Way I Try To Escape Reality"""
"327532357781426176","","","327502608489144320","2836581","2013-04-25 21:19:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @bosch: Ich brauche keine Lösungen, ich brauche Destillate."
"327431342000312320","327431183086526465","25992708","","","2013-04-25 14:38:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@rzwodezwo 👍 darf ich auch mal mitfahren?"
"327430957114216448","327427593747963904","25992708","","","2013-04-25 14:36:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@rzwodezwo ich dachte du hast Stiel!? Porsche passt nicht zu dir"
"327400335779971072","","","327384741953282048","819606","2013-04-25 12:34:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @janl: “Datenbankschema mit Migrationshintergrund.”"
"327354512245403649","327345540901773312","15046417","","","2013-04-25 09:32:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@iStehle mit welcher Begründung?"
"327346987722747904","","","","","2013-04-25 09:02:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#vorfeldtweet http://t.co/sLkNaTtiEH","http://img.ly/ulBC"
"327346931493912577","","","","","2013-04-25 09:02:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#skytweet http://t.co/IQLmDdTxqw","http://img.ly/ulBA"
"327346722290405376","","","","","2013-04-25 09:01:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#vorfeldtweet http://t.co/YTpQbSKnLW","http://img.ly/ulBx"
"327311573855129600","","","","","2013-04-25 06:42:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Today: KRK ✈ DUS 🚄 E 🚄 DTM"
"327311012732747776","","","","","2013-04-25 06:40:01 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Goodbye Krakow, goodbye @railsberry, it was a great time! (@ Kraków International Airport ""John Paul II"" (KRK)) http://t.co/CFNT35rWhg","http://4sq.com/YTwitR"
"327109128529014785","327076111072772096","15423950","","","2013-04-24 17:17:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@00010111 nahe der GitHub Party? Das ist aber nen ganzes Stück weiter"
"327107934091890688","","","","","2013-04-24 17:13:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","{coffee} http://t.co/icwQZyyJXy","http://img.ly/ukPV"
"327076275929878528","327076111072772096","15423950","","","2013-04-24 15:07:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@00010111 ok bis später"
"327067800113917952","","12515352","","","2013-04-24 14:33:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@skddc hast du die Adresse?"
"327067164890767361","","","327042193661521920","52354508","2013-04-24 14:31:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @AliCologne: Gott erfand den Menschen. Gab ihnen drei Bücher, sagte jedem sein Buch ist die einzige Wahrheit. Danach erfand er Popcorn u…"
"327065198269722624","327065099351257091","15423950","","","2013-04-24 14:23:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@00010111 ich Brauch noch die adresse"
"327062173748703234","327058520694476800","15423950","","","2013-04-24 14:11:13 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@00010111 @skddc ich hab immer noch Probleme mit der Stimme, werde nicht zum HKRK gehen, 19:30 und dann essen ist ok"
"326992877446119424","326960577111019520","919288692","","","2013-04-24 09:35:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@watcheverDE warum können andere es?"
"326989814878584832","326976470104821761","15423950","","","2013-04-24 09:23:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@00010111 @skddc kommt drauf an wollen wir vorher noch zusammen essen gehen?"
"326798499754688512","","","","","2013-04-23 20:43:28 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Drukarnia (Kraków, małopolskie) w/ 13 others http://t.co/a4sPGYl7U2","http://4sq.com/17OY8ez"
"326739880208105473","326738754733756416","15227828","","","2013-04-23 16:50:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@railscamp_de touch!"
"326731402869616640","","","326724660790165504","15227828","2013-04-23 16:16:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @railscamp_de: Just kicked off the RailsCamp Germany 2013 planning at #railsberry"
"326731159583195136","","","326723288535560193","21855159","2013-04-23 16:15:53 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Railsberry: Power posing: @chadfowler @elamadej &amp; @Railsberry crowd for @r00k :-) http://t.co/0hcyHclIp3","http://twitter.com/Railsberry/status/326723288535560193/photo/1"
"326720377239781376","","","","","2013-04-23 15:33:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Flying Balloons @Railsberry http://t.co/xAup7JaNUM","http://www.youtube.com/watch?v=E4l695SpBtE"
"326709864682373120","326709747434803200","15321182","","","2013-04-23 14:51:16 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@MagisterNavis macht alles die FB"
"326704447952650240","","","326698513440309248","6473012","2013-04-23 14:29:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @hirnrinde: ""Mein Handy hat ja diesen modernen Schnick-Schnack nicht. Dafür hält der Akku locker eine Woche."" ""Und was machst du in der …"
"326697604773724160","","","326693996686618624","21855159","2013-04-23 14:02:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Railsberry: What a nice bunch of lightning talks. You all rock! #railsberry http://t.co/f5rVWH3fVB","http://instagram.com/p/Ycw30zxR7N/"
"326691470864154625","326691240487841792","15438204","","","2013-04-23 13:38:10 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@weinberger wie viel musstest du zahlen?"
"326690479964053505","326690199784538112","15438204","","","2013-04-23 13:34:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@weinberger kam sie ins Büro oder musstest du sie beim Zoll abholen?"
"326690086160855040","326669116113055744","15321182","","","2013-04-23 13:32:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@MagisterNavis wir haben im Büro ca. 30"
"326689835442118656","326668252363239425","15438204","","","2013-04-23 13:31:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@weinberger wie lange hat es zwischen Versand Bestätigung und Ankunft bei dir gedauert?"
"326662130000605185","","","","","2013-04-23 11:41:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","a @Railsberry http://t.co/cmO6zjiZFR","http://img.ly/ujmW"
"326661390549008384","","","326658842467389440","16358256","2013-04-23 11:38:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @eljojo: Everyone at @Railsberry power posing with @chadfowler http://t.co/DFjAIOj5TP","http://twitter.com/eljojo/status/326658842467389440/photo/1"
"326660397920813056","","","324896121564569601","12580412","2013-04-23 11:34:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @alirobe: how z-index works: http://t.co/F2cA7J1eOI","http://i.imgur.com/t8rdmFW.jpg"
"326657030393835523","","","326636929481314305","20317319","2013-04-23 11:21:19 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @DavidVaulont: Man könnte ja den Zugang zu #Telekom-Läden über öffentl. Straßen drosseln, wenn eine gewisse Anzahl an Kunden pro Woche ü…"
"326635468294852609","","","","","2013-04-23 09:55:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Falz jemand meine Stimme findet, ich hätte sie gerne wieder!"
"326626475400896512","","","326593146525986816","182524993","2013-04-23 09:19:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @kubanekl: The difference between a chief and a leader. http://t.co/stOj7nsyJi (via @jardahomolka)","http://twitter.com/JardaHomolka/status/326394451691962371/photo/1"
"326626391347036161","","","326593849252253697","35180779","2013-04-23 09:19:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @DonSchado: Day 2: Feeling like a zombie... #railsberry"
"326626356085526530","","","","","2013-04-23 09:19:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Muskelkater vom tanzen, hab ich auch schon lange nicht mehr gehabt"
"326625761324826625","","","","","2013-04-23 09:17:04 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Railsberry 2013 (Kraków) w/ 19 others http://t.co/YeYfNa2Ila","http://4sq.com/17Mj5GX"
"326615944967368704","","","326506788264488960","14282544","2013-04-23 08:38:04 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @freaklikeme: puhh, #railsberry days are longer than normal days. Love it :)"
"326373926945030144","","","326373508991045632","334182208","2013-04-22 16:36:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @wrocloverb: Watch all videos from wroc_love.rb 2013 : http://t.co/VcWiIskW12 .","http://wrocloverb.com"
"326360192872755200","","","326359492600139777","21855159","2013-04-22 15:41:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Railsberry: Get your Unerdwear nerdies next to the Hacker Base tent. #railsberry http://t.co/ws043Le2U8","http://instagram.com/p/YaYqOMRR0j/"
"326359364820680704","","","","","2013-04-22 15:38:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","GC to the rescue!"
"326349165305135104","","","326343354415710210","21230460","2013-04-22 14:57:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @jkwebs: Just released jquery-ui-sass-rails (easy theme customization with Sass variables) https://t.co/J5g3vB5sDg from #railsberry. Fee…","https://github.com/jhilden/jquery-ui-sass-rails/"
"326316604902240257","326316428250726400","28508951","","","2013-04-22 12:48:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@moonbeamlabs tätä, du hast aber ne lange Leitung!"
"326312549387755520","","28508951","","","2013-04-22 12:32:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@moonbeamlabs @DonSchado wo seit ihr?"
"326300971011547136","","","326296094348804096","28508951","2013-04-22 11:46:28 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @moonbeamlabs: @Railsberry Don't be sorry, be proud of how nice the conference is :)"
"326294071578595328","326293589669867520","10078652","","","2013-04-22 11:19:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@balu bei PHP sollte man nie Erwartungen haben"
"326292667044593664","326291876095328256","21855159","","","2013-04-22 11:13:28 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Railsberry +1 for better seats and I wish you have SlowCarb or LowCarb food"
"326291952909824000","326289441058594818","10078652","","","2013-04-22 11:10:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@balu was erwartest du den? ;)"
"326291837486772225","","","326289651205799936","28508951","2013-04-22 11:10:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @moonbeamlabs: The @Railsberry conference is really nice, good talks, food and venue :)
But those seats are killing me..."
"326266459502288896","","","","","2013-04-22 09:29:20 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Railsberry 2013 (Kraków) w/ 17 others http://t.co/vEPEdd7rao","http://4sq.com/11dPfZu"
"326266313502752768","","21855159","","","2013-04-22 09:28:45 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","@railsberry (@ Stara Zajezdnia w/ @skddc @peterlih) http://t.co/f1dM9UlOve","http://4sq.com/122cuaL"
"326243243111096320","","","326241735757922304","21855159","2013-04-22 07:57:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Railsberry: Railsberry 2013 has just started! And this is @elamadej on stage, saying “hello and welcome”. #railsberry http://t.co/97FG7…"
"326241340155383808","","","","","2013-04-22 07:49:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Bei dem Frühstücksbüffet wird das mit dem SlowCarb heute wohl nichts http://t.co/sxbCNtd1C0","http://img.ly/uhXI"
"326240100092612609","","","","","2013-04-22 07:44:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Pink Unicorns; her I'm right http://t.co/CpTGT8L1Yk","http://img.ly/uhXC"
"326234388532707328","","","","","2013-04-22 07:21:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","So SlowCarb Technisch war das Hotel Frühstück eher ein Reinfall"
"326036422836514817","","","","","2013-04-21 18:15:15 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","#railsberry (@ Pauza) http://t.co/rvAc1ZWACJ","http://4sq.com/15w9gAg"
"325996026412531712","325989257506344961","5769802","","","2013-04-21 15:34:44 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@pottblog ist die nicht immer gratis?"
"325989775213469698","","","325986716060106752","364447608","2013-04-21 15:09:53 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @MissesDynamite: Ich gehe.
Du gehst.
Er / sie / es geht.
Wir gehen.
Ihr geht.
Sie gehen.

Scheiße, alle weg."
"325984514528653314","","","","","2013-04-21 14:48:59 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Wo dran erkennt man Deutsche im Ausland? Sie stecken leere Wasserflaschen ein, anstatt sie wegzuschmeißen."
"325973410507259906","325973252864372736","959201","","","2013-04-21 14:04:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Katti ich schau mal ob ich dir das eBook schicken kann"
"325972895111184384","325972075800064001","959201","","","2013-04-21 14:02:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Katti würde ich jetzt so nicht sagen, er geht in dem Buch auch auf die M / F Unterschiede ein und es sind Erfahrungsberichte von F drin"
"325971660140314624","325971368292270082","959201","","","2013-04-21 13:57:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Katti dann müsste dir das Buch dich gut unterstützen können, @thegcat hat es auch geholfen"
"325971191628177408","325964396213981185","959201","","","2013-04-21 13:56:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Katti letzteres, schau dir mal 4 Hour Body von Tim Ferris an, hat mir geholfen in 3 Monaten 15 Kg runter zu bekommen"
"325952720202780672","325943651425480705","15321182","","","2013-04-21 12:42:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@MagisterNavis @vivianmeally schau dir mal TuneSpan an https://t.co/UJrZgSfR0V","https://itunes.apple.com/de/app/tunespan-your-itunes-library/id528459889?l=en&mt=12"
"325936074557911041","325932222572027904","35180779","","","2013-04-21 11:36:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DonSchado Guten Flug, bis nachher!"
"325935377594580992","","","325891482680700928","320188791","2013-04-21 11:33:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @_KSebastian: Wie cool ist Frankfurt bitte? #Simpsons http://t.co/Ek5btHGBD9","http://twitter.com/_KSebastian/status/325891482680700928/photo/1"
"325919405856915456","","","","","2013-04-21 10:30:16 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Rynek Główny (Kraków, małopolskie) w/ 3 others [pic]: http://t.co/fBrY057584","http://4sq.com/11Wcs47"
"325911206084882433","","","324914686120300544","545339430","2013-04-21 09:57:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @madame_tongtong: Todesursache: ich hab's passend."
"325889204137644032","","7340442","","","2013-04-21 08:30:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@peterlih wo seit ihr? Ich würde dann wieder zu euch stoßen"
"325866300574400512","","","","","2013-04-21 06:59:15 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Kraków International Airport ""John Paul II"" (KRK) (Kraków, małopolskie) w/ 5 others http://t.co/QckstO9mZm","http://4sq.com/13F7TiL"
"325866130885459968","","","","","2013-04-21 06:58:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#vorfeldtweet http://t.co/ey9njfhxoi","http://img.ly/ugAc"
"325838054302552065","","","","","2013-04-21 05:07:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","#vorfeldtweet http://t.co/xXLd2qt0Te","http://img.ly/uguU"
"325830953861787648","","","","","2013-04-21 04:38:47 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Gate A96 [pic]: http://t.co/jL7OyHGCCB","http://4sq.com/11spWU6"
"325830582212890624","","","","","2013-04-21 04:37:19 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Heute mal mit Massage (@ Düsseldorf Airport (DUS) w/ @peterlih) http://t.co/Ug8mht1HQD","http://4sq.com/17D7DNU"
"325811041093181442","325758268158906369","63802124","","","2013-04-21 03:19:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@attackemartin Heroku!?"
"325805808069779457","","","","","2013-04-21 02:58:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","DTM 🚄 DUS ✈ KRK"
"325363993810173953","","","","","2013-04-19 21:43:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Wieso bin ich eigentlich schockiert, ob wohl alles so gekommen ist wie ich es erwartet habe?"
"325343148895264769","325313145411342336","2716671","","","2013-04-19 20:20:25 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@michelb @nerotunes jep würde ich auch sagen"
"325342058850181120","325304606651473920","3193351","","","2013-04-19 20:16:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@nerotunes das sieht aber eher wie ein A4 aus"
"325291799520350208","","","","","2013-04-19 16:56:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Manchmal sind die Gedanken so frei das sie einfach durch den Mund raus wollen"
"325222204004528131","325219407699791872","123675232","","","2013-04-19 12:19:50 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@Telekom_hilft den scheint es aber nur für Android zu geben, ich bräuchte was im Web oder für iOS"
"325184780419350528","","123675232","","","2013-04-19 09:51:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Telekom_hilft gibt es eine Möglichkeit zwischen meinen (Multi-) Simkarten die Funktion der Hauptkarte auf eine andere zu wechseln?"
"325158297772646401","","","325121019113242624","14961883","2013-04-19 08:05:53 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @derPUPE: kanadische #kaffee-Kette erlaubt sich DIESEN Tassenaufdruck .... #ichMags http://t.co/w2SNB7KDU4","http://twitter.com/derPUPE/status/325121019113242624/photo/1"
"324982865823666176","324967136265125888","3357691","","","2013-04-18 20:28:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@schlingel ich währe froh wenn ich meine erstmal hätte, die ist seit 6 Wochen in der Post"
"324958062312046592","","","298414140937076736","454313985","2013-04-18 18:50:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Bashsalon: O2-Kunden überweisen Freunden oft 1Ct. aufs Konto und schreiben private Nachrichten in den Buchungstext. Ist billiger und ..."
"324951805853319169","","","97745123407970304","278538351","2013-04-18 18:25:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @Tiggaente: Hoffentlich zieht mein Leben,wenn ich sterbe,nicht an mir vorbei. 137088 Stunden Drama ohne Werbeunterbrechung,da wird ma ..."
